shot_idx,shot_start_time,LocalVariables.ImagingBlowOutID,LocalVariables.ShotTypeID,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalImagingVariables2.IsSkipSpinBlowOutLight,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning
413,2025/06/12 12:44:59,1.0,8.0,2.0,0,450.0
414,2025/06/12 12:45:16,0.0,9.0,2.2,1,300.0
415,2025/06/12 12:45:33,1.0,10.0,2.2,0,450.0
416,2025/06/12 12:45:50,2.0,11.0,2.2,0,527.0
417,2025/06/12 12:46:07,1.0,12.0,2.2,0,450.0
418,2025/06/12 12:46:24,2.0,13.0,2.2,0,527.0
419,2025/06/12 12:46:40,1.0,14.0,2.2,0,450.0
420,2025/06/12 12:46:57,2.0,14.999999999999998,2.2,0,527.0
421,2025/06/12 12:47:14,1.0,16.0,2.2,0,450.0
422,2025/06/12 12:47:31,2.0,17.0,2.2,0,527.0
423,2025/06/12 12:47:48,0.0,18.0,2.4,1,300.0
424,2025/06/12 12:48:04,2.0,19.0,2.4,0,527.0
425,2025/06/12 12:48:20,1.0,20.0,2.4,0,450.0
426,2025/06/12 12:48:37,2.0,21.0,2.4,0,527.0
427,2025/06/12 12:48:53,1.0,22.0,2.4,0,450.0
428,2025/06/12 12:49:10,2.0,23.0,2.4,0,527.0
429,2025/06/12 12:49:27,1.0,24.0,2.4,0,450.0
430,2025/06/12 12:49:43,2.0,25.000000000000004,2.4,0,527.0
431,2025/06/12 12:50:00,1.0,26.0,2.4,0,450.0
432,2025/06/12 12:50:16,0.0,27.0,2.6,1,300.0
433,2025/06/12 12:50:33,1.0,28.0,2.6,0,450.0
434,2025/06/12 12:50:50,2.0,29.0,2.6,0,527.0
435,2025/06/12 12:51:06,1.0,29.999999999999996,2.6,0,450.0
436,2025/06/12 12:51:22,2.0,31.0,2.6,0,527.0
437,2025/06/12 12:51:39,1.0,32.0,2.6,0,450.0
438,2025/06/12 12:51:56,2.0,33.0,2.6,0,527.0
439,2025/06/12 12:52:12,1.0,34.0,2.6,0,450.0
440,2025/06/12 12:52:29,2.0,35.0,2.6,0,527.0
441,2025/06/12 12:52:46,0.0,36.0,2.8,1,300.0
442,2025/06/12 12:53:02,2.0,37.0,2.8,0,527.0
443,2025/06/12 12:53:19,1.0,38.0,2.8,0,450.0
444,2025/06/12 12:53:36,2.0,39.0,2.8,0,527.0
445,2025/06/12 12:53:53,1.0,40.0,2.8,0,450.0
446,2025/06/12 12:54:10,2.0,41.0,2.8,0,527.0
447,2025/06/12 12:54:26,1.0,42.0,2.8,0,450.0
448,2025/06/12 12:54:43,2.0,43.0,2.8,0,527.0
449,2025/06/12 12:54:59,1.0,44.0,2.8,0,450.0
