shot_idx,shot_start_time,LocalVariables.ImagingBlowOutID,LocalVariables.ShotTypeID,LocalVariables.XbarFrequency,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.LatticeFreezePhysicsNortheastPower,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.PhaseLockXGainFreezeValue,GlobalLatticeVariables2.PhysicsIntLatticeXFreezePower,GlobalLatticeVariables2.PhysicsIntLatticeYFreezePower,GlobalLatticeVariables2.IntLatticeRampDownTime,GlobalLatticeVariables2.IsSplittingFieldRamped,GlobalLatticeVariables2.ChargeSplittingFieldRampTime,GlobalLatticeVariables2.LatticeFreezeMicrowaveAfterFreezing,GlobalLatticeVariables2.LatticeMicrowaveType,GlobalImagingVariables2.IsSpinBlowOutPulse,GlobalImagingVariables2.IsSkipSpinBlowOutLight,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalImagingVariables2.SpinBlowOutPulseMagneticField,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalImagingVariables2.ThirdSpinBlowOutPulseMagneticField,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalImagingVariables2.FourthSpinBlowOutPulseMagneticField,GlobalPulseVariables2.LatticeMicrowaveField,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalPulseVariables2.LatticeMicrowaveExtAmplitude,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalPulseVariables2.LatticeMicrowaveSweepWidth
191,2025/06/18 12:16:20,2.0,23.000000000000004,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
192,2025/06/18 12:16:37,1.0,24.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
193,2025/06/18 12:16:54,2.0,25.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
194,2025/06/18 12:17:11,1.0,26.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
195,2025/06/18 12:17:28,2.0,27.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
196,2025/06/18 12:17:45,1.0,28.000000000000004,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
197,2025/06/18 12:18:02,2.0,29.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
198,2025/06/18 12:18:19,0.0,30.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
199,2025/06/18 12:18:36,1.0,31.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
200,2025/06/18 12:18:53,1.0,32.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
201,2025/06/18 12:19:10,2.0,33.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
202,2025/06/18 12:19:27,1.0,34.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
203,2025/06/18 12:19:44,2.0,35.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
204,2025/06/18 12:20:01,1.0,36.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
205,2025/06/18 12:20:19,2.0,37.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
206,2025/06/18 12:20:36,1.0,38.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
207,2025/06/18 12:20:52,2.0,39.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
208,2025/06/18 12:21:09,0.0,40.0,730.0,1,0.01,0.1,1.8,1.5,-0.5,0.2,1.5,1.0,1,50.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
209,2025/06/18 12:21:26,1.0,41.0,730.0,1,0.01,0.1,1.8,1.5,-0.5,0.2,1.5,1.0,1,50.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
210,2025/06/18 12:21:43,0.0,0.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
211,2025/06/18 12:22:00,1.0,1.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
212,2025/06/18 12:22:17,1.0,2.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
213,2025/06/18 12:22:34,2.0,3.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
214,2025/06/18 12:22:51,1.0,4.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
215,2025/06/18 12:23:08,2.0,5.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
216,2025/06/18 12:23:25,1.0,6.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
217,2025/06/18 12:23:43,2.0,7.000000000000001,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
218,2025/06/18 12:24:00,1.0,8.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
219,2025/06/18 12:24:17,2.0,9.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
220,2025/06/18 12:24:34,0.0,10.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
221,2025/06/18 12:24:51,1.0,11.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
222,2025/06/18 12:25:08,1.0,12.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
223,2025/06/18 12:25:25,2.0,13.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
224,2025/06/18 12:25:42,1.0,14.000000000000002,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
225,2025/06/18 12:25:59,2.0,15.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
226,2025/06/18 12:26:17,1.0,16.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
227,2025/06/18 12:26:34,2.0,17.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
228,2025/06/18 12:26:51,1.0,18.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
229,2025/06/18 12:27:08,2.0,19.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
230,2025/06/18 12:27:25,0.0,20.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
231,2025/06/18 12:27:42,1.0,21.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
232,2025/06/18 12:27:59,1.0,22.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
233,2025/06/18 12:28:16,2.0,23.000000000000004,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
234,2025/06/18 12:28:34,1.0,24.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
235,2025/06/18 12:28:51,2.0,25.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
236,2025/06/18 12:29:07,1.0,26.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
237,2025/06/18 12:29:24,2.0,27.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
238,2025/06/18 12:29:41,1.0,28.000000000000004,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
239,2025/06/18 12:29:58,2.0,29.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
240,2025/06/18 12:30:16,0.0,30.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
241,2025/06/18 12:30:33,1.0,31.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
242,2025/06/18 12:30:50,1.0,32.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
243,2025/06/18 12:31:07,2.0,33.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
244,2025/06/18 12:31:24,1.0,34.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
245,2025/06/18 12:31:41,2.0,35.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
246,2025/06/18 12:31:58,1.0,36.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
247,2025/06/18 12:32:15,2.0,37.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
248,2025/06/18 12:32:32,1.0,38.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
249,2025/06/18 12:32:49,2.0,39.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
250,2025/06/18 12:33:06,0.0,40.0,730.0,1,0.01,0.1,1.8,1.5,-0.5,0.2,1.5,1.0,1,50.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
251,2025/06/18 12:33:23,1.0,41.0,730.0,1,0.01,0.1,1.8,1.5,-0.5,0.2,1.5,1.0,1,50.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
252,2025/06/18 12:33:39,0.0,0.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
253,2025/06/18 12:33:56,1.0,1.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
254,2025/06/18 12:34:13,1.0,2.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
255,2025/06/18 12:34:30,2.0,3.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
256,2025/06/18 12:34:47,1.0,4.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
257,2025/06/18 12:35:04,2.0,5.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
258,2025/06/18 12:35:22,1.0,6.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
259,2025/06/18 12:35:39,2.0,7.000000000000001,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
260,2025/06/18 12:35:56,1.0,8.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
261,2025/06/18 12:36:13,2.0,9.0,773.0,0,2.1,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
262,2025/06/18 12:36:31,0.0,10.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
263,2025/06/18 12:36:48,1.0,11.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
264,2025/06/18 12:37:05,1.0,12.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
265,2025/06/18 12:37:22,2.0,13.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
266,2025/06/18 12:37:39,1.0,14.000000000000002,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
267,2025/06/18 12:37:56,2.0,15.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
268,2025/06/18 12:38:13,1.0,16.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
269,2025/06/18 12:38:30,2.0,17.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
270,2025/06/18 12:38:47,1.0,18.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
271,2025/06/18 12:39:04,2.0,19.0,773.0,0,2.2,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
272,2025/06/18 12:39:21,0.0,20.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
273,2025/06/18 12:39:38,1.0,21.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
274,2025/06/18 12:39:55,1.0,22.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
275,2025/06/18 12:40:12,2.0,23.000000000000004,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
276,2025/06/18 12:40:29,1.0,24.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
277,2025/06/18 12:40:46,2.0,25.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
278,2025/06/18 12:41:03,1.0,26.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
279,2025/06/18 12:41:20,2.0,27.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
280,2025/06/18 12:41:37,1.0,28.000000000000004,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
281,2025/06/18 12:41:54,2.0,29.0,773.0,0,2.3,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
282,2025/06/18 12:42:11,0.0,30.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,1,5.0,450.0,500.0,300.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
283,2025/06/18 12:42:28,1.0,31.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,1,1,1,0,10.0,605.5,610.0,766.0,610.0,1088.3,610.0,1010.9,610.0,610.0,40.0,0.6,83.50678,8.0
284,2025/06/18 12:42:45,1.0,32.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
285,2025/06/18 12:43:02,2.0,33.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
286,2025/06/18 12:43:20,1.0,34.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
287,2025/06/18 12:43:37,2.0,35.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
288,2025/06/18 12:43:54,1.0,36.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,450.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
289,2025/06/18 12:44:11,2.0,37.0,773.0,0,2.4,30.0,1.0,1.0,0.1,10.0,0.5,10.0,0,100.0,0,0,0,0,5.0,450.0,500.0,527.0,500.0,932.6,500.0,854.0,500.0,0.0,1.0,0.8,228.2,50.0
