shot_idx,shot_serial,shot_start_time,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,LocalVariables.XbarFrequency,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalMotVariables2.MotDetuningCompressed,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,LocalVariables.ScanID5,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.DMDID2,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,LocalVariables.ImagingBlowOutID,GlobalImagingVariables2.SpinBlowNorthwestPower,LocalVariables.ScanID4,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,LocalVariables.ShotTypeID,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.ImagingLatticeFreezeTime
498,498,2025/06/20 12:32:13,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,2.0,0.03,0.02
499,499,2025/06/20 12:32:30,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,3.0,0.03,0.02
500,500,2025/06/20 12:32:47,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,4.0,0.03,0.02
501,501,2025/06/20 12:33:04,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,5.0,0.03,0.02
502,502,2025/06/20 12:33:22,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,6.0,0.03,0.02
503,503,2025/06/20 12:33:39,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,7.0,0.03,0.02
504,504,2025/06/20 12:33:56,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,8.0,0.03,0.02
505,505,2025/06/20 12:34:14,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.002,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,9.0,0.03,0.02
506,506,2025/06/20 12:34:31,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,300000000.0,0.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,10.0,0.03,0.02
507,507,2025/06/20 12:34:48,9.999999999999999e-06,610.0,0.1634945,0.029,200.0,1088300000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,1010900000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,766000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,83506780.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,605500000.0,0.78,93.0,0.04,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,11.0,0.03,0.02
508,508,2025/06/20 12:35:06,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,12.0,0.03,0.02
509,509,2025/06/20 12:35:23,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,13.0,0.03,0.02
510,510,2025/06/20 12:35:40,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,14.0,0.03,0.02
511,511,2025/06/20 12:35:58,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,15.0,0.03,0.02
512,512,2025/06/20 12:36:15,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,16.0,0.03,0.02
513,513,2025/06/20 12:36:32,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,17.0,0.03,0.02
514,514,2025/06/20 12:36:49,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,18.0,0.03,0.02
515,515,2025/06/20 12:37:06,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0021000000000000003,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,19.0,0.03,0.02
516,516,2025/06/20 12:37:23,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,300000000.0,0.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0022,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,20.0,0.03,0.02
517,517,2025/06/20 12:37:41,9.999999999999999e-06,610.0,0.1634945,0.029,200.0,1088300000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,1010900000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,766000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,83506780.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,605500000.0,0.78,93.0,0.04,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0022,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,21.0,0.03,0.02
518,518,2025/06/20 12:37:57,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0022,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,22.0,0.03,0.02
519,519,2025/06/20 12:38:14,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0022,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,23.0,0.03,0.02
520,520,2025/06/20 12:38:32,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0022,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,24.0,0.03,0.02
521,521,2025/06/20 12:38:49,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0022,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,25.0,0.03,0.02
522,522,2025/06/20 12:39:06,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0022,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,26.0,0.03,0.02
523,523,2025/06/20 12:39:24,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0022,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,27.0,0.03,0.02
524,524,2025/06/20 12:39:41,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,450000000.0,1.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0022,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,28.0,0.03,0.02
525,525,2025/06/20 12:39:58,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,527000000.0,2.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.7,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0022,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,29.0,0.03,0.02
526,526,2025/06/20 12:40:16,4.9999999999999996e-06,500.0,0.1634945,0.029,200.0,932600000.0,0.975,773000000.0,0.0,-6000000.0,620000000.0,0.174746,0.01125,0.0,2.9999999999999997e-05,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.05,0.0,0.022,0,590.0,0.48,854000000.0,0.0,0.0,0,10.0,0.0,1.0,0.1,300000000.0,0.0,1.5,0.0,0.2,0.005,0.018000000000000002,228200000.0,0.0125,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0,0.0,0.3,450000000.0,0.78,93.0,0.001,2.5,100000.0,0.0125,-1.4999999999999999e-05,0.0,0.03,550.0,0.0,0.0023,0.02,1.3,9.999999999999999e-06,0.0,1.0,0.033,0.009000000000000001,0.0125,30.0,0.03,0.02
